image_id,image_filename,country,source,category,contains_leaf,leaf_visibility,health_observable,usable_for_cropping,notes
QA_195,23332509219_b2c0b6569b_b.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_196,36080463671_eb4b575315_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_197,36215639385_9572244de4_o.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_198,36215641745_dee854d494_o.jpg,Qatar,Flickr,C,yes,partial,no,no,"low resolution, far distance"
QA_199,36215670075_fb1b7d4b1a_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_200,46494897554_da9dc2d63e_o.jpg,Qatar,Flickr,C,yes,partial,no,no,"low resolution, far distance"
QA_201,51099936105_70eb6feda4_b.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_202,52802495983_1be8223783_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,"low resolution, far distant"
QA_203,54376358595_45ebf6478d_b.jpg,Qatar,Flickr,C,yes,clear,no,no,"low resolution, far distant"
QA_204,Screenshot 2025-12-15 090608.png,Qatar,Flickr,B,yes,clear,yes,no,low resolution
QA_205,Screenshot 2025-12-15 090701.png,Qatar,Flickr,B,yes,clear,yes,no,low resolution
QA_206,Screenshot 2025-12-15 091048.png,Qatar,Flickr,C,yes,clear,yes,no, blurred
QA_207,Screenshot 2025-12-15 091123.png,Qatar,Flickr,D,yes,poor,yes,no,low resolution
QA_208,Screenshot 2025-12-15 091212.png,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_209,Screenshot 2025-12-15 091304.png,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_210,Screenshot 2025-12-15 091353.png,Qatar,Flickr,C,yes,clear,no,no,"low resolution, far distant"
SA_001,591546302.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_002,571339648.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_003,571340390.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_004,571340403.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_005,571340420.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_006,571340492.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_007,571340533.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_008,571340534.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_009,554586670.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_010,554586705.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_011,554586143.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_012,554586183.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_013,554585746.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,with flowers
SA_014,540614329.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_015,540614087.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,under water 
SA_016,498684046.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_017,498682695.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_018,498631970.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,low-medium resolution
SA_019,495150197.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_020,478977554.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_021,473833609.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_022,473833640.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,healthy/unhealthy
SA_023,473833293.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,low-medium resolution
SA_024,473833315.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,low-medium resolution
SA_025,457284275.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_026,457284282.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_027,457284163.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_028,457284128.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_029,457284151.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_030,457284157.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_031,457282719.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,with flowers
SA_032,457282736.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,with flowers
SA_033,438965449.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_034,420439858.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,medium resolution
SA_035,420439861.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,with fruits
SA_036,420439868.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,"medium resolution, flower focused"
SA_037,416961976.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_038,404030102.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_039,394897062.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,"low resolution/far distant, dark"
SA_040,394896890.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,"low resolution/far distant, dark"
SA_041,394896850.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,"low resolution/far distant, dark"
SA_042,394896671.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,"low resolution/far distant, dark"
SA_043,394896579.jpg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,"low resolution/far distant, dark"
SA_044,393592394.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_045,393592333.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_046,393592445.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_047,393592443.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_048,393591971.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,medium resolution
SA_049,393591977.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,water drops
SA_050,393592077.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_051,393591131.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_052,393591147.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_053,393591273.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,"medium resolution, unhealthy focused"
SA_054,393590876.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_055,393590831.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,flowers available
SA_056,393590947.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_057,393590202.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_058,393578671.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_059,393578938.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_060,393579118.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution/far distant
SA_061,393571227.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_062,393571246.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_063,393571217.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,"low resolution, blurred"
SA_064,393570790.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_065,393570783.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_066,393570666.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,yes,no,obscurred mainly by flowers
SA_067,393570729.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,one unhealthy leaf focused other leaves on background
SA_068,393570931.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,fruits and flowers available
SA_069,393569961.jpeg,Saudia Arabia,iNaturalist,D,yes,poor,no,no,low resolution/far distant
SA_070,393570205.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_071,393570283.jpeg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_072,393570430.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,low-medium resolution
SA_073,393570503.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_074,393570378.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,one unhealthy leaf
SA_075,393570481.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,less than 30% of leaf present
SA_076,391538399.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,"low resolution/far distant, dark"
SA_077,390814482.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_078,390814533.jpg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,healthy/unhealthy
SA_079,390800071.jpg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_080,390800165.jpg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_081,390800259.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low-medium resolution
SA_082,374077629.jpg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution/far distant
SA_083,374077039.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low-medium resolution
SA_084,357704410.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,yes,no,"low resolution, blurred"
SA_085,357704422.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_086,357704419.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_087,357704431.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_088,352962602.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,"with fruits, medium resolution"
SA_089,344774307.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_090,344774309.jpeg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,medium resolution
SA_091,344774305.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_092,342878296.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_093,342878295.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,medium resolution
SA_094,342878304.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,medium resolution
SA_095,332353224.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_096,271171234.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_097,262362086.jpeg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium resolution"
SA_098,261606777.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low-medium resolution
SA_099,250146541.jpg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_100,248837388.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_101,247180343.jpeg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,"low resolution/far distant, blurred"
SA_102,247180356.jpeg,Saudia Arabia,iNaturalist,D,yes,partial,no,no,low resolution/far distant
SA_103,208302566.jpg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution
SA_104,208302590.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_105,208302633.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution/far distant
SA_106,208302675.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_107,207650820.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,healthy/unhealthy
SA_108,167740835.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,blurred image
SA_109,35556861.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,"medium resolution, healthy/unhealthy"
SA_110,35556865.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,"medium resolution, healthy/unhealthy"
SA_111,27783962.jpg,Saudia Arabia,iNaturalist,C,yes,clear,no,no,low resolution
SA_112,4462110.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,yes,healthy/unhealthy
SA_113,4462111.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution
SA_114,4462112.jpg,Saudia Arabia,iNaturalist,A,yes,clear,yes,yes,little blurred
SA_115,4462113.jpg,Saudia Arabia,iNaturalist,B,yes,clear,yes,no,"medium resolution, healthy/unhealthy"
SA_116,4462114.jpg,Saudia Arabia,iNaturalist,C,yes,clear,yes,no,low resolution/far distant
SA_117,4462115.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,low resolution/far distant
SA_118,4462116.jpg,Saudia Arabia,iNaturalist,C,yes,partial,no,no,"low resolution/far distant, dark"
SA_119,5087466392_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_120,5087466392_1.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy/unhealthy
SA_121,5167773896_0.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,no,low - medium resolution
SA_122,5167773896_1.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no, blurred
SA_123,5168133111_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution
SA_124,5153125462_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low - medium resolution
SA_125,5153396452_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,medium resolution
SA_126,5154832221_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_127,5837770879_0.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_128,5837770879_1.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_129,5837770879_2.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_130,5837770879_3.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_131,5837770879_4.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_132,5837770879_5.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_133,5837770879_6.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_134,5897815109_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_135,4908721679_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_136,4924050866_0.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_137,4926329442_0.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,yes,"medium resolution, flower focused"
SA_138,4926329442_1.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,no,"low - medium resolution, flowers and fruits"
SA_139,4926329442_2.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,yes,"medium resolution, fruits"
SA_140,4952641277_0.jpg,Saudia Arabia,GBIF,D,yes,partial,no,no,low resolution/far distant
SA_141,3949210603_0.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,yes,"medium resolution, flowers"
SA_142,3949210603_1.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,no,"low - medium resolution, flowers"
SA_143,3949210603_2.jpg,Saudia Arabia,GBIF,B,yes,partial,yes,yes," medium resolution, flowers, partial"
SA_144,5760564119_0.jpg,Saudia Arabia,GBIF,B,yes,clear,yes,yes,"medium resolution, flowers"
SA_145,5230883310_0.jpg,Saudia Arabia,GBIF,C,yes,clear,no,no,low resolution/far distant
SA_146,5230883310_1.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,under water 
SA_147,1291670093_0.jpg,Saudia Arabia,GBIF,C,yes,clear,no,no,"low resolution/far distant, dark"
SA_148,1291670093_1.jpg,Saudia Arabia,GBIF,C,yes,partial,no,no,low resolution/far distant
SA_149,1291670093_2.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution/far distant
SA_150,1291670093_3.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy/unhealthy
SA_151,1291670093_4.jpg,Saudia Arabia,GBIF,C,yes,clear,yes,no,low resolution
SA_152,1291670093_5.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,little blurred
SA_153,1291670093_6.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,little blurred
SA_154,3312562140_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_156,3312562140_2.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy high resolution study leaf samples 
SA_157,3312562194_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_160,3312562188_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_162,3312562188_2.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy high resolution study leaf samples 
SA_163,3312562191_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_165,3312562144_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy high resolution study leaf samples 
SA_166,3312562144_1.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_169,3312562169_1.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy high resolution study leaf samples 
SA_170,3312562169_2.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
SA_171,5916694783_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_172,5916355633_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_173,5913806978_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_174,5914291460_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_175,5914950225_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_176,5914983380_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_177,5915038360_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_178,5915152360_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
SA_179,5916549312_0.jpg,Saudia Arabia,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
OM_001,596192463.jpg,Oman,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, sea grass"
OM_002,588076927.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_003,578850997.jpg,Oman,iNaturalist,A,yes,clear,yes,yes,medium resolution
OM_004,547327812.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_005,546825487.jpg,Oman,iNaturalist,B,yes,clear,yes,no,low - medium resolution
OM_006,546825525.jpg,Oman,iNaturalist,B,yes,clear,yes,no,medium resolution
OM_007,546825542.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_008,546825207.jpg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_009,546825225.jpg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_010,544874837.jpg,Oman,iNaturalist,A,yes,clear,yes,yes,"healthy/unhealthy, flowers"
OM_011,522920322.jpg,Oman,iNaturalist,D,yes,partial,no,no,low resolution/far distant
OM_012,522918858.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_013,475046795.jpg,Oman,iNaturalist,B,yes,partial,yes,yes,"one healthy leaf, flowers"
OM_014,468833867.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_015,468501184.jpg,Oman,iNaturalist,D,yes,partial,no,no,low resolution/far distant
OM_016,467253799.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_017,466356607.jpeg,Oman,iNaturalist,A,yes,clear,yes,yes,"healthy/unhealthy, flowers"
OM_018,466356627.jpeg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_019,466215967.jpeg,Oman,iNaturalist,C,yes,clear,no,no,low resolution
OM_020,455961324.jpg,Oman,iNaturalist,C,yes,clear,yes,no,low - medium resolution
OM_021,352317412.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_022,352317424.jpeg,Oman,iNaturalist,A,yes,clear,yes,no,medium resolution
OM_023,352317441.jpeg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_024,352317452.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_025,352317468.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_026,352317808.jpeg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution
OM_027,352317824.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_028,352195873.jpeg,Oman,iNaturalist,B,yes,partial,yes,yes,"one unhealthy leaf, flowers"
OM_029,352195911.jpeg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_030,352195948.jpeg,Oman,iNaturalist,A,yes,clear,yes,yes,"healthy/unhealthy, fruits"
OM_031,338751284.jpeg,Oman,iNaturalist,A,yes,clear,yes,yes,"healthy/unhealthy, flowers"
OM_032,338751345.jpeg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_033,329448058.jpeg,Oman,iNaturalist,D,yes,partial,no,no,low resolution/far distant
OM_034,319424717.jpeg,Oman,iNaturalist,D,yes,poor,no,no,low resolution/far distant
OM_035,234154009.jpeg,Oman,iNaturalist,B,yes,partial,yes,yes,flowers focused
OM_036,102165198.jpeg,Oman,iNaturalist,C,yes,clear,yes,no,low resolution/far distant
OM_037,102165247.jpeg,Oman,iNaturalist,B,yes,partial,yes,yes,"unhealthy, flowers"
OM_038,102165304.jpeg,Oman,iNaturalist,B,yes,clear,yes,no,low resolution
OM_039,102165351.jpeg,Oman,iNaturalist,B,yes,clear,yes,yes,"medium resolution, fruits and flowers"
OM_040,77201443.jpeg,Oman,iNaturalist,A,yes,clear,yes,yes,healthy/unhealthy
OM_041,5167421841_0.jpg,Oman,GBIF,B,yes,clear,yes,no,low resolution
OM_042,5167421841_1.jpg,Oman,GBIF,A,yes,clear,yes,yes,flowers focused
OM_043,5889456236_0.jpg,Oman,GBIF,C,yes,clear,no,no,low resolution/far distant
OM_044,5892893572_0.jpg,Oman,GBIF,C,yes,clear,no,no,low resolution/far distant
OM_045,5281767429_0.jpg,Oman,GBIF,B,yes,clear,yes,no,low resolution
OM_046,5281767429_1.jpg,Oman,GBIF,B,yes,clear,yes,no,low resolution
OM_047,5281855177_0.jpg,Oman,GBIF,C,yes,clear,no,no,low resolution
OM_048,5282531396_0.jpg,Oman,GBIF,C,yes,clear,yes,no,low resolution
OM_049,5282531396_1.jpg,Oman,GBIF,C,yes,clear,yes,no,low - medium resolution
OM_050,5282531396_2.jpg,Oman,GBIF,B,yes,clear,yes,no,medium resolution
OM_051,4516591839_0.jpg,Oman,GBIF,B,yes,clear,yes,no,low resolution
OM_052,4516591839_1.jpg,Oman,GBIF,B,yes,clear,yes,yes,"healthy/unhealthy, flowers"
OM_053,3717090999_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,medium resolution
OM_054,3923447174_0.jpg,Oman,GBIF,B,yes,partial,yes,yes,flowers focused
OM_055,5087619167_1.jpg,Oman,GBIF,B,yes,partial,yes,yes,"one healthy leaf, flowers"
OM_056,3312562178_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,high resolution study leaf samples 
OM_057,3312562178_2.jpg,Oman,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
OM_058,3312562148_1.jpg,Oman,GBIF,A,yes,clear,yes,yes,high resolution study leaf samples 
OM_059,3312562151_1.jpg,Oman,GBIF,A,yes,clear,yes,yes,high resolution study leaf samples 
OM_060,3312562151_2.jpg,Oman,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
OM_061,5915739915_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
OM_062,5916633697_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
OM_063,2236194228_0.jpg,Oman,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
OM_064,3312562163_0.jpg,Oman,GBIF,A,yes,clear,yes,no,low resolution study leaf samples 
OM_065,3312562163_2.jpg,Oman,GBIF,A,yes,clear,yes,yes,high resolution study leaf samples 
OM_066,5915998130_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
OM_067,5915339220_0.jpg,Oman,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
OM_068,2546799_96e303719f_c.jpg,Oman,Flickr,D,yes,partial,no,no,low resolution/far distant
OM_069,2940868925_b99d62b8a9_o.jpg,Oman,Flickr,D,yes,partial,no,no,low resolution/far distant
OM_070,5793313366_aed94c5229_z.jpg,Oman,Flickr,D,yes,poor,no,no,low resolution/far distant
OM_071,8332019455_9f2e8d6909_o.jpg,Oman,Flickr,A,yes,clear,yes,yes,medium resolution
OM_072,8333076918_6a3b4cb542_o.jpg,Oman,Flickr,C,yes,clear,yes,no,low resolution
OM_073,49468049341_707bdf6af8_b.jpg,Oman,Flickr,C,yes,clear,yes,no,low resolution
UAE_001,598368334.jpg,UAE,iNaturalist,D,yes,poor,no,no,"low resolution, far distant"
UAE_002,597802629.jpg,UAE,iNaturalist,A,yes,clear,yes,yes,medium resolution
UAE_003,597802624.jpg,UAE,iNaturalist,B,yes,clear,yes,yes,"medium resolution, flowers"
UAE_004,597470245.jpg,UAE,iNaturalist,C,yes,clear,yes,no,low resolution
UAE_005,597400634.jpg,UAE,iNaturalist,C,yes,clear,no,no,"low resolution, far distant"
UAE_006,597400669.jpg,UAE,iNaturalist,C,yes,clear,no,no,"low resolution, far distant"
UAE_007,597400699.jpg,UAE,iNaturalist,C,yes,clear,no,no,"low resolution, far distant"
UAE_008,597400720.jpg,UAE,iNaturalist,D,yes,poor,no,no,"low resolution, far distant"
UAE_009,597400745.jpg,UAE,iNaturalist,D,yes,poor,no,no,"low resolution, far distant"
UAE_010,597400781.jpg,UAE,iNaturalist,C,yes,clear,no,no,"low resolution, far distant"
UAE_011,597400806.jpg,UAE,iNaturalist,D,yes,poor,no,no,"low resolution, far distant"
