image_id,image_filename,country,source,category,contains_leaf,leaf_visibility,health_observable,usable_for_cropping,notes
BH_239,20251227_094129.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_240,20251227_094308.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_241,20251227_094313.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_242,20251227_094439.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_243,20251227_094220.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_244,20251227_094529.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_245,20251227_094501.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_246,20251227_094509.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_247,20251227_094228.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_248,20251227_094557.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_249,20251227_094454.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_250,20251227_094209.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_251,20251227_094544.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_252,20251227_094200.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_253,20251227_094609.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_254,20251227_094743.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_255,20251227_094615.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_256,20251227_094551.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_257,20251227_094737.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_258,20251227_094617.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_259,20251227_094635.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_260,20251227_094642.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_261,20251227_094727.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_262,20251227_094750.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_263,20251227_094755.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_264,20251227_094817.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_265,20251227_094838.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_266,20251227_094813.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_267,20251227_094831.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_268,20251227_094801.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_269,20251227_095136.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_270,20251227_094945.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_271,20251227_095040.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_272,20251227_094854.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_273,20251227_094914.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_274,20251227_094920.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_275,20251227_094925.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_276,20251227_094939.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_277,20251227_095139.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_278,20251227_094815.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_279,20251227_094844.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_280,20251227_095241.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_281,20251227_095129.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_282,20251227_095343.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_283,20251227_095146.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_284,20251227_095156.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_285,20251227_095403.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_286,20251227_095334.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_287,20251227_095729.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_288,20251227_095658.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_289,20251227_095351.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_290,20251227_095846.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_291,20251227_095326.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_292,20251227_095708.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_293,20251227_095347.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_294,20251227_095336.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_295,20251227_095052.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_296,20251227_095844.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_297,20251227_095700.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_298,20251227_095357.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_299,20251227_100134.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_300,20251227_100322.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_301,20251227_095200.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_302,20251227_100337.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_303,20251227_100222.jpg,Bahrain,Field(Ras Sanad),B,yes,clear,yes,yes,medium resolution
BH_304,20251227_100206.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_305,20251227_100235.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_306,20251227_100246.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_307,20251227_100258.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_308,20251227_095759.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_309,20251227_100351.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_310,20251227_100329.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_311,20251227_100428.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_312,20251227_100415.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,"medium resolution, one unhealthy leaf"
BH_313,20251227_100431.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_314,20251227_100356.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_315,20251227_100406.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_316,20251227_100402.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_317,20251227_100410.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_318,20251227_100345.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_319,20251227_100943.jpg,Bahrain,Field(Ras Sanad),C,yes,clear,no,no,low resolution
BH_320,20251227_100238.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
BH_321,20251227_100154.jpg,Bahrain,Field(Ras Sanad),A,yes,clear,yes,yes,
QA_001,598769572.jpg,Qatar,iNaturalist,A,yes,clear,yes,yes,"healthy/unhealthy, medium resolution"
QA_002,598769585.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,"healthy/unhealthy, low resolution"
QA_003,598769587.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_004,521933324.jpg,Qatar,iNaturalist,B,yes,partial,yes,yes,"light blurred one leaf, flowers focused"
QA_005,521933372.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_006,517508388.jpg,Qatar,iNaturalist,D,yes,poor,no,no,blurred
QA_007,517508296.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,"healthy/unhealthy, low resolution, color card"
QA_008,517508360.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy, hand focused, medium resolution"
QA_009,487768758.jpeg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_010,487768748.jpeg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, blurred"
QA_011,476771827.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy, color card"
QA_012,476771844.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium resolution, color card"
QA_013,476771877.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy, medium resolution, color card"
QA_014,476771903.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy, medium resolution, color card"
QA_015,476771936.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy, medium resolution, color card"
QA_016,472901680.jpg,Qatar,iNaturalist,C,yes,partial,yes,no,"high resolution, partial leaves, flower focused"
QA_017,472901673.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, far distance"
QA_018,472901694.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,healthy
QA_019,472901707.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium to high resolution, color card"
QA_020,472901719.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"unhealthy one leaf, high resolution, color card, flowers"
QA_021,472901733.jpg,Qatar,iNaturalist,B,yes,partial,yes,yes,"healthy, flower covering"
QA_022,472901398.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium resolution"
QA_023,472901414.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium to high resolution"
QA_024,472901421.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, far distance"
QA_025,472901428.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"medium resolution, leaves obscurred by water"
QA_026,472901433.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,"healthy/unhealthy, medium resolution, inside/outside water"
QA_027,470231330.jpeg,Qatar,iNaturalist,B,yes,clear,yes,yes,"healthy/unhealthy, medium resolution"
QA_028,468854273.jpeg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_029,468237161.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, bad light effect"
QA_030,468237184.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, unhealthy leaf on the sand, roots"
QA_031,468237197.jpeg,Qatar,iNaturalist,B,yes,partial,yes,yes,healthy/unhealthy
QA_032,468237211.jpeg,Qatar,iNaturalist,B,yes,partial,yes,yes,little obscured
QA_033,468237226.jpeg,Qatar,iNaturalist,B,yes,partial,yes,yes,"medium resolution , only 2 leaves with dry roots"
QA_034,468237245.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, far distance"
QA_035,460909414.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, far distance"
QA_036,460909426.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"medium resolution, far distance"
QA_037,460909403.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_038,460909229.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_039,460909213.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,"low resolution bush, sun light effect"
QA_040,460908910.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,medium resolution bush
QA_041,425050497.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,low resolution bush
QA_042,412935368.jpg,Qatar,iNaturalist,A,yes,clear,yes,yes,a human hand focused
QA_043,412935384.jpg,Qatar,iNaturalist,B,yes,partial,yes,yes,"unhealthy leaves with flowers, more flowers focused"
QA_044,412935399.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,unhealthy leaves with flowers
QA_045,412205942.jpeg,Qatar,iNaturalist,C,yes,patial,no,no,"low resolution, blurred"
QA_046,401036179.jpg,Qatar,iNaturalist,C,yes,patial,no,no,"low resolution, blurred"
QA_047,401036022.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, blurred"
QA_048,401035911.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance, blurred"
QA_049,400800881.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_050,400800604.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_051,400798764.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_052,400798477.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, tree"
QA_053,400800350.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance, tree"
QA_054,400798179.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_055,400797607.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,low resolution bush
QA_056,400422782.jpg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance, tree"
QA_057,400422495.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_058,400420634.jpg,Qatar,iNaturalist,C,yes,partial,yes,no,"low resolution, far distance, tree"
QA_059,400419108.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_060,400413066.jpg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance, tree"
QA_061,400410952.jpg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance, tree"
QA_062,400410220.jpg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, tree"
QA_063,400410887.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, tree"
QA_064,400409704.jpg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance, tree"
QA_065,400409192.jpg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, tree"
QA_066,400408244.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance, blurred"
QA_067,400407180.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,low resolution bush
QA_068,400404735.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_069,400404704.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,low resolution bush
QA_070,400397212.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_071,398601598.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_072,398601549.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_073,398596910.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance, blurred"
QA_074,398593874.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_075,398593831.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_076,398592613.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_077,398592385.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution bush
QA_078,398126377.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low - medium resolution bush
QA_079,398125783.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low - medium resolution bush
QA_080,351222408.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, trees"
QA_081,348473833.jpeg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, tree"
QA_082,347850017.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_083,344613562.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_084,341721276.jpeg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_085,341625943.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, tree"
QA_086,335857008.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance, blurred"
QA_087,335856962.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance, blurred"
QA_088,334293664.jpg,Qatar,iNaturalist,C,yes,partial,yes,no,"low resolution, far distance"
QA_089,334293516.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_090,334293570.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_091,334293441.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_092,334293396.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_093,334293360.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_094,334293339.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_095,334293309.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_096,334293158.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_097,334293197.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_098,334292926.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_099,333781593.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance, blurred"
QA_100,319359773.jpeg,Qatar,iNaturalist,A,yes,clear,yes,yes,healthy/unhealthy
QA_101,261819561.jpeg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance"
QA_102,250846486.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, far distance"
QA_103,250846500.jpeg,Qatar,iNaturalist,B,yes,clear,yes,yes,a human hand focused
QA_104,250846512.jpeg,Qatar,iNaturalist,B,yes,clear,yes,yes,a human hand focused
QA_105,250846529.jpeg,Qatar,iNaturalist,A,yes,clear,yes,yes,"clear only one leaf, high resolution"
QA_106,250846549.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,low - medium resolution
QA_107,250845900.jpeg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, far distance"
QA_108,250845916.jpeg,Qatar,iNaturalist,A,yes,clear,yes,yes,"clear only one leaf, high resolution"
QA_109,184306487.jpg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, far distance"
QA_110,184306496.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_111,184306497.jpg,Qatar,iNaturalist,B,yes,partial,yes,yes,covered by few flowers (10-20%) of leaf area
QA_112,184306507.jpg,Qatar,iNaturalist,B,yes,partial,yes,yes,covered by few flowers (10-20%) of leaf area
QA_113,184025970.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_114,184025183.jpg,Qatar,iNaturalist,A,yes,clear,yes,yes,"clear leaves, high resolution"
QA_115,184025192.jpg,Qatar,iNaturalist,A,yes,clear,yes,yes,"clear leaves, high resolution"
QA_116,184025201.jpg,Qatar,iNaturalist,A,yes,clear,yes,yes,"clear leaves, high resolution"
QA_117,180029225.jpg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, far distance"
QA_118,165787717.jpg,Qatar,iNaturalist,B,yes,clear,yes,yes,"clear leaves, high resolution"
QA_119,165268362.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_120,164743986.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low - medium resolution
QA_121,103364638.jpg,Qatar,iNaturalist,B,yes,clear,no,no,"low resolution, far distance"
QA_122,22177010.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_123,22175599.jpg,Qatar,iNaturalist,D,yes,poor,no,no,non-grey mangrove
QA_124,22173090.jpg,Qatar,iNaturalist,D,yes,poor,no,no,"low resolution, far distance"
QA_125,22172988.jpg,Qatar,iNaturalist,C,yes,poor,no,no,"low resolution, far distance"
QA_126,22168488.jpg,Qatar,iNaturalist,D,yes,poor,no,no,non-grey mangrove
QA_127,22168419.jpg,Qatar,iNaturalist,B,yes,clear,yes,no,low resolution
QA_128,22168362.jpg,Qatar,iNaturalist,C,yes,partial,no,no,"low resolution, far distance"
QA_129,12726279.jpg,Qatar,iNaturalist,C,yes,clear,no,no,"low resolution, far distance"
QA_130,5812085.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, far distance"
QA_131,5812086.jpg,Qatar,iNaturalist,C,yes,clear,yes,no,"low resolution, far distance"
QA_132,5063907359_0.jpg,Qatar,GBIF,B,yes,partial,yes,yes,unhealthy
QA_133,5063907359_1.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"medium resolution, unhealthy leaf on the sand, roots"
QA_134,5063907359_2.jpg,Qatar,GBIF,B,yes,partial,yes,yes,little obscured
QA_135,5063907359_3.jpg,Qatar,GBIF,C,yes,clear,yes,no,"low resolution, far distance"
QA_136,5063907359_4.jpg,Qatar,GBIF,C,yes,clear,yes,no,"low resolution, far distance"
QA_137,5063907359_5.jpg,Qatar,GBIF,B,yes,clear,yes,yes,healthy/unhealthy
QA_138,5063968256_0.jpg,Qatar,GBIF,C,yes,clear,no,no,"low resolution, far distance"
QA_139,5070054355_0.jpg,Qatar,GBIF,A,yes,clear,yes,yes,"low - medium resolution, healthy/unhealthy"
QA_140,5167786915_0.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy, medium to high resolution, color card"
QA_141,5167786915_1.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy/unhealthy, medium to high resolution, color card"
QA_142,5167786915_2.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy, medium to high resolution, color card"
QA_143,5167786915_3.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy, medium to high resolution, color card"
QA_144,5167786915_4.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy, medium to high resolution, color card"
QA_145,5198661599_0.jpg,Qatar,GBIF,B,yes,partial,yes,yes,"unhealthy leaves with flowers, more flowers focused, little blurred"
QA_146,5198661599_1.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_147,4516283888_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_148,5087284561_0.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy/unhealthy, medium to high resolution, color card"
QA_149,5087284561_2.jpg,Qatar,GBIF,C,yes,clear,yes,no,"low resolution, healthy"
QA_150,5087284561_3.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"unhealthy one leaf, high resolution, color card, flowers"
QA_151,5087284561_4.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy/unhealthy, medium - high resolution, color card"
QA_152,5087284561_5.jpg,Qatar,GBIF,B,yes,clear,yes,yes,"healthy, medium - high resolution, color card"
QA_153,4919747268_0.jpg,Qatar,GBIF,B,yes,partial,yes,yes,unhealthy
QA_154,4919747268_1.jpg,Qatar,GBIF,B,yes,clear,yes,yes,healthy/unhealthy
QA_155,4919747268_2.jpg,Qatar,GBIF,B,yes,clear,yes,yes,unhealthy
QA_156,4440819504_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance, blurred"
QA_157,5205882350_0.jpg,Qatar,GBIF,D,yes,partial,no,no,"low resolution, far distance"
QA_158,4512077901_0.jpg,Qatar,GBIF,B,yes,clear,yes,yes,healthy/unhealthy
QA_159,4506455537_0.jpg,Qatar,GBIF,D,yes,poor,no,no,"low resolution, far distance"
QA_160,4516881411_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance, blurred"
QA_161,4512024534_0.jpg,Qatar,GBIF,B,yes,partial,yes,yes,healthy/unhealthy
QA_162,4512024534_1.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_163,4512024534_2.jpg,Qatar,GBIF,B,yes,partial,yes,yes,healthy/unhealthy
QA_164,4512024534_3.jpg,Qatar,GBIF,C,yes,clear,yes,no,"low resolution, far distance"
QA_165,4512172447_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_166,3399296286_0.jpg,Qatar,GBIF,B,yes,partial,yes,yes,healthy/unhealthy
QA_167,2543010407_0.jpg,Qatar,GBIF,C,yes,clear,no,no,"low resolution, far distance"
QA_168,1839275450_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_169,1839275450_1.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance"
QA_170,4512056306_0.jpg,Qatar,GBIF,D,yes,poor,no,no,non-grey mangrove
QA_171,3415652327_0.jpg,Qatar,GBIF,C,yes,clear,yes,no,"low resolution, far distance"
QA_172,4512031304_0.jpg,Qatar,GBIF,D,yes,poor,no,no,"low resolution, far distance"
QA_173,4512151304_0.jpg,Qatar,GBIF,D,yes,poor,no,no,non-grey mangrove
QA_174,5916146309_0.jpg,Qatar,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
QA_175,2542878014_0.jpg,Qatar,GBIF,C,yes,poor,no,no,"low resolution, far distance, dark"
QA_176,2542878027_0.jpg,Qatar,GBIF,C,yes,clear,no,no,"low resolution, far distance"
QA_177,3391508304_0.jpg,Qatar,GBIF,C,yes,partial,no,no,"low resolution, far distance, dark"
QA_178,5916282142_0.jpg,Qatar,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
QA_179,5912273522_0.jpg,Qatar,GBIF,A,yes,clear,yes,yes,healthy\unhealthy very high resolution study leaf samples 
QA_180,153151830_0fe4c0a66a_b.jpg,Qatar,Flickr,C,yes,partial,no,no,"low resolution, far distance"
QA_181,475717586_3440f65dcb_o.jpg,Qatar,Flickr,C,yes,partial,no,no,"low resolution, far distance"
QA_182,4279288406_7d4cc9061f_b.jpg,Qatar,Flickr,D,yes,poor,no,no,"low resolution, far distance"
QA_183,4531877162_75903c8bfa_b.jpg,Qatar,Flickr,D,yes,poor,no,no,"low resolution, far distance"
QA_184,5300013127_1dba2f0be2_c.jpg,Qatar,Flickr,C,yes,clear,no,no,low resolution
QA_185,5539796827_a8555c0215_o.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_186,5732298563_9b59688696_b.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_187,6820339782_3f88770b8e_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_188,6820374080_69be6e2b21_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_189,6966462671_cbe8211c67_o.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_190,6966464797_7bda78f237_o.jpg,Qatar,Flickr,C,yes,partial,no,no,"low resolution, far distance"
QA_191,8906545263_59c5eb36b5_b.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_192,9210330282_ea178e9ae7_z.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
QA_193,10909257443_56c8d1e59e_o.jpg,Qatar,Flickr,D,yes,partial,no,no,"low resolution, far distance"
QA_194,15566191855_10a2e3e9a0_b.jpg,Qatar,Flickr,C,yes,clear,yes,no,low resolution
